,Entity,Year,Vegetable Oil,Deaths
653,Iraq,2011,429.041095890411,311.4317610171453
654,Iran,2011,271.2328767123288,281.1585888360127
655,Ireland,2011,409.3150684931507,142.0708122469588
658,Jamaica,2011,246.5753424657534,179.15649453811037
660,Jordan,2011,537.5342465753424,226.9201563514508
662,Kenya,2011,145.4794520547945,240.13166069526844
663,Kuwait,2011,498.0821917808219,147.79276236944105
664,Kyrgyzstan,2011,199.72602739726028,507.0409127117226
666,Latvia,2011,369.8630136986301,388.5160292462349
667,Lebanon,2011,485.75342465753425,276.66871241032663
669,Liberia,2011,429.041095890411,284.47044367674823
670,Lithuania,2011,234.24657534246575,375.6509566079439
671,Luxembourg,2011,239.17808219178085,146.3988620794408
673,Malawi,2011,86.30136986301369,247.3721864869288
674,Malaysia,2011,384.6575342465753,262.2113854576777
675,Maldives,2011,73.97260273972603,196.1964162410256
676,Mali,2011,199.72602739726028,274.6050851743368
677,Malta,2011,288.4931506849315,178.54738677755714
678,Mauritania,2011,372.32876712328766,246.0106967902584
679,Mauritius,2011,478.3561643835617,224.5264501250145
680,Mexico,2011,288.4931506849315,148.88950074372605
681,Moldova,2011,327.94520547945206,469.76038030012097
683,Montenegro,2011,278.6301369863014,379.9944972581448
684,Morocco,2011,266.3013698630137,457.0317215668282
685,Mozambique,2011,207.12328767123287,359.7808280819953
686,Myanmar,2011,216.986301369863,231.3134144155489
687,Namibia,2011,145.4794520547945,268.9713843926922
688,Nepal,2011,246.5753424657534,261.51190176773173
690,New Zealand,2011,155.34246575342465,140.7399612614929
691,Nicaragua,2011,229.3150684931507,150.22162122494956
692,Niger,2011,118.35616438356163,236.9020385804737
693,Nigeria,2011,286.027397260274,180.7518527895221
694,Norway,2011,419.1780821917808,137.3321603314843
695,Oman,2011,258.90410958904107,327.76188584591114
696,Pakistan,2011,295.8904109589041,433.4755583337154
697,Panama,2011,258.90410958904107,135.40474305034567
698,Paraguay,2011,342.73972602739724,215.7630612352207
700,Philippines,2011,133.15068493150685,374.194822956496
701,Poland,2011,330.4109589041096,258.7479790943201
702,Portugal,2011,505.47945205479454,140.19186027431596
703,Romania,2011,332.8767123287671,410.6244057810365
704,Russia,2011,323.013698630137,513.1886748250373
705,Rwanda,2011,88.76712328767124,201.08092721147293
706,Saudi Arabia,2011,431.5068493150685,309.2170349094861
707,Senegal,2011,441.3698630136986,243.94975749908
708,Serbia,2011,175.06849315068496,477.81156847414064
709,Sierra Leone,2011,340.2739726027397,354.76599627663404
710,Slovakia,2011,303.28767123287673,333.2294201144784
711,Slovenia,2011,310.6849315068493,173.27617735982804
712,South Africa,2011,340.2739726027397,254.1184903704464
716,Suriname,2011,372.32876712328766,248.0922844619297
717,Sweden,2011,416.71232876712327,153.60397088134695
720,Tajikistan,2011,261.3698630136986,429.7030009534682
721,Tanzania,2011,170.13698630136986,219.0279263724593
723,Togo,2011,236.71232876712327,303.6181900856865
724,Trinidad and Tobago,2011,221.91780821917808,214.7092297935008
725,Tunisia,2011,443.83561643835617,331.46932717132034
728,Uganda,2011,199.72602739726028,234.29557218004555
730,United Arab Emirates,2011,364.93150684931504,321.9384737422018
731,United Kingdom,2011,431.5068493150685,129.25957234667277
732,Uruguay,2011,197.26027397260273,175.33867207485534
734,Venezuela,2011,416.71232876712327,194.89440158302665
735,Vietnam,2011,78.9041095890411,258.2632200621962
736,Yemen,2011,180.0,499.3244994128616
737,Zambia,2011,118.35616438356163,255.6340849641704
738,Zimbabwe,2011,271.2328767123288,370.4478208082734
739,World,2011,288.4931506849315,249.0129339183471
