,Unnamed: 0,Entity,Year,Vegetable Oil,Deaths
123,123,Albania,2010,140.54794520547946,322.9100936249887
124,124,Armenia,2010,182.46575342465752,387.9319923084978
125,125,Austria,2010,596.7123287671234,167.38241724058025
126,126,Azerbaijan,2010,61.64383561643835,609.1467408870304
127,127,Belarus,2010,377.2602739726028,532.9338282837558
128,128,Belgium,2010,458.6301369863014,134.30330468888724
129,129,Bosnia and Herzegovina,2010,184.93150684931504,342.10822252962083
130,130,Bulgaria,2010,308.2191780821918,471.6960762974449
131,131,Croatia,2010,273.6986301369863,308.9121449724304
132,132,Cyprus,2010,446.3013698630137,171.41827698719229
133,133,Denmark,2010,165.2054794520548,138.56186153807377
134,134,Estonia,2010,170.13698630136986,316.74739521332225
135,135,Finland,2010,249.04109589041096,177.8675487224636
136,136,France,2010,520.2739726027397,104.15362891813724
137,137,Georgia,2010,180.0,509.1727667684327
138,138,Germany,2010,433.972602739726,164.8143254554063
139,139,Greece,2010,655.8904109589041,199.226403497134
140,140,Hungary,2010,488.2191780821918,332.4615476206609
141,141,Iceland,2010,155.34246575342465,129.50608719622397
142,142,Ireland,2010,436.4383561643836,142.27999174324776
143,143,Italy,2010,680.5479452054794,130.56632428429342
144,144,Latvia,2010,355.06849315068496,406.9801158977024
145,145,Lithuania,2010,234.2465753424657,383.4679166165866
146,146,Luxembourg,2010,241.6438356164384,151.18450060828823
147,147,Malta,2010,290.958904109589,183.95809708741623
148,148,Moldova,2010,303.28767123287673,508.1909892616001
149,149,Montenegro,2010,318.0821917808219,379.068974239344
150,150,Norway,2010,443.83561643835617,137.36356043113668
151,151,Poland,2010,290.958904109589,268.10339639257734
152,152,Portugal,2010,500.5479452054794,147.93706406760714
153,153,Romania,2010,360.0,438.658986469717
154,154,Russia,2010,320.54794520547944,559.2963062251843
155,155,Serbia,2010,226.84931506849315,475.3697454337645
156,156,Slovakia,2010,303.28767123287673,344.58424031845715
157,157,Slovenia,2010,325.47945205479454,180.871143623349
158,158,Spain,2010,764.3835616438356,114.38879664426716
159,159,Sweden,2010,411.7808219178082,156.15271804698307
160,160,Switzerland,2010,488.2191780821918,120.72844335403526
161,161,Turkey,2010,567.1232876712329,186.96242930899817
162,162,Ukraine,2010,340.2739726027397,571.125015875827
163,163,United Kingdom,2010,461.0958904109589,135.9897180962311
164,164,Albania,2011,133.15068493150685,319.5234783684484
165,165,Armenia,2011,192.3287671232877,376.0225939638779
166,166,Austria,2011,549.8630136986301,163.1627366728858
167,167,Azerbaijan,2011,56.71232876712329,605.5031570424541
168,168,Belarus,2011,429.041095890411,536.5877189951019
169,169,Belgium,2011,557.2602739726028,131.49166505787147
170,170,Bosnia and Herzegovina,2011,180.0,339.55641554295966
171,171,Bulgaria,2011,310.6849315068493,461.4118248940841
172,172,Croatia,2011,273.6986301369863,297.8889100889335
173,173,Cyprus,2011,441.3698630136986,161.95210710442535
174,174,Denmark,2011,184.93150684931504,129.20641823520904
175,175,Estonia,2011,152.87671232876713,305.644743286545
176,176,Finland,2011,241.6438356164384,170.81643187411356
177,177,France,2011,517.8082191780821,101.18268253747624
178,178,Georgia,2011,106.02739726027396,496.06851331216353
179,179,Germany,2011,429.041095890411,160.8445550349487
180,180,Greece,2011,653.4246575342465,196.8633991658141
181,181,Hungary,2011,458.6301369863014,324.38008810390653
182,182,Iceland,2011,152.87671232876713,125.38018900569703
183,183,Ireland,2011,409.3150684931507,142.0708122469588
184,184,Italy,2011,690.4109589041095,129.13282911612478
185,185,Latvia,2011,369.8630136986301,388.5160292462349
186,186,Lithuania,2011,234.2465753424657,375.6509566079439
187,187,Luxembourg,2011,239.17808219178085,146.3988620794408
188,188,Malta,2011,288.4931506849315,178.54738677755714
189,189,Moldova,2011,327.94520547945206,469.76038030012097
190,190,Montenegro,2011,278.6301369863014,379.9944972581448
191,191,Norway,2011,419.1780821917808,137.3321603314843
192,192,Poland,2011,330.4109589041096,258.7479790943201
193,193,Portugal,2011,505.47945205479454,140.19186027431596
194,194,Romania,2011,332.8767123287671,410.6244057810365
195,195,Russia,2011,323.013698630137,513.1886748250373
196,196,Serbia,2011,175.06849315068496,477.81156847414064
197,197,Slovakia,2011,303.28767123287673,333.2294201144784
198,198,Slovenia,2011,310.6849315068493,173.27617735982804
199,199,Spain,2011,821.0958904109589,111.92787960122328
200,200,Sweden,2011,416.71232876712327,153.60397088134695
201,201,Switzerland,2011,495.6164383561644,114.81379016898016
202,202,Turkey,2011,613.972602739726,184.84993305333904
203,203,Ukraine,2011,315.6164383561644,546.2865402551066
204,204,United Kingdom,2011,431.5068493150685,129.25957234667277
